protein_id	label	y	cluster	genome_family	host_domain	host_layer	length	split	lofo
PP738798_21	decoy	0	PP738798_21				3274	val	train
OL828291_221	decoy	0	OL828291_221				156	train	train
OR846603_30	decoy	0	OR846603_30				659	val	train
MW258712_25	decoy	0	MW258712_25				101	train	train
OM728298_78	decoy	0	OM728298_78				254	val	train
MG812494_71	decoy	0	MG812494_71				1238	val	train
ON970623_55	decoy	0	ON970623_55				68	train	train
OR295917_29	decoy	0	OR295917_29				95	train	train
PP174317_111	decoy	0	PP174317_111				105	val	train
NC_019402_65	decoy	0	NC_019402_65				165	train	train
NC_009541_13	decoy	0	NC_009541_13				96	test	train
PP429240_83	decoy	0	PP429240_83				149	train	train
MT080583_45	decoy	0	MT080583_45				459	train	train
OZ034687_4	decoy	0	OZ034687_4				590	train	train
OL474125_56	decoy	0	OL474125_56				156	val	train
NC_072811_18	decoy	0	NC_072811_18				367	train	train
MT259468_44	decoy	0	MT259468_44				59	val	train
MZ506873_40	decoy	0	MZ506873_40				373	train	train
MT133563_1	decoy	0	MT133563_1				164	train	train
OL774873_38	decoy	0	OL774873_38				519	train	train
PX866600.1_57	decoy	0	PX866600.1_57				698	train	train
NC_031049_234	decoy	0	NC_031049_234				141	train	train
NC_021322_12	decoy	0	NC_021322_12				1100	test	train
NC_042067_30	decoy	0	NC_042067_30				57	test	train
GQ141189_20	decoy	0	GQ141189_20				376	train	train
OR637327_104	decoy	0	OR637327_104				209	train	train
LR535906_45	decoy	0	LR535906_45				167	test	train
NC_047717_8	decoy	0	NC_047717_8				108	test	train
ON208830_96	decoy	0	ON208830_96				267	val	train
NC_007710_38	decoy	0	NC_007710_38				180	train	train
NC_055809_68	decoy	0	NC_055809_68				84	train	train
PQ559669_62	decoy	0	PQ559669_62				155	test	train
PQ412543_16	decoy	0	PQ412543_16				118	train	train
PP885733_188	decoy	0	PP885733_188				84	train	train
NC_031065_188	decoy	0	NC_031065_188				488	train	train
NC_048827_39	decoy	0	NC_048827_39				77	train	train
PX682322.1_17	decoy	0	PX682322.1_17				119	test	train
OP858991_9	decoy	0	OP858991_9				78	test	train
PQ189284_12	decoy	0	PQ189284_12				210	test	train
NC_047815_274	decoy	0	NC_047815_274				97	train	train
MH707436_171	decoy	0	MH707436_171				74	train	train
MG962370_40	decoy	0	MG962370_40				610	test	train
PX682324.1_26	decoy	0	PX682324.1_26				178	test	train
NC_031024_25	decoy	0	NC_031024_25				136	train	train
PX246281_102	decoy	0	PX246281_102				88	train	train
NC_005282_66	decoy	0	NC_005282_66				266	val	train
OZ335957.1_29	decoy	0	OZ335957.1_29				152	train	train
NC_048702_167	decoy	0	NC_048702_167				108	train	train
MW924643_10	decoy	0	MW924643_10				337	test	train
MN850590_76	decoy	0	MN850590_76				101	test	train
PQ868991_29	decoy	0	PQ868991_29				107	train	train
ON464759_18	decoy	0	ON464759_18				550	train	train
NC_016653_32	decoy	0	NC_016653_32				682	train	train
NC_055821_75	decoy	0	NC_055821_75				252	train	train
MK524523_53	decoy	0	MK524523_53				62	train	train
PQ529758_92	decoy	0	PQ529758_92				65	train	train
OQ355702_112	decoy	0	OQ355702_112				744	train	train
OZ035817_19	decoy	0	OZ035817_19				876	test	train
PP736830_139	decoy	0	PP736830_139				77	test	train
NC_041871_39	decoy	0	NC_041871_39				197	train	train
PX088794.1_14	decoy	0	PX088794.1_14				477	train	train
LR694611_192	decoy	0	LR694611_192				139	test	train
MH572359_5	decoy	0	MH572359_5				134	train	train
NC_017978_34	decoy	0	NC_017978_34				93	train	train
PV036449_40	decoy	0	PV036449_40				401	train	train
PP978860_15	decoy	0	PP978860_15				736	val	train
MT234670_106	decoy	0	MT234670_106				167	train	train
MW073017_2	decoy	0	MW073017_2				85	val	train
PV036413_41	decoy	0	PV036413_41				94	val	train
OQ646789_49	decoy	0	OQ646789_49				155	test	train
NC_020843_9	decoy	0	NC_020843_9				60	train	train
NC_048139_68	decoy	0	NC_048139_68				198	train	train
PV963843_186	decoy	0	PV963843_186				64	train	train
PV854169_6	decoy	0	PV854169_6				907	train	train
NC_020201_91	decoy	0	NC_020201_91				146	train	train
PP358745_46	decoy	0	PP358745_46				128	test	train
MZ388555_21	decoy	0	MZ388555_21				114	test	train
NC_049412_15	decoy	0	NC_049412_15				171	train	train
MK291441_1	decoy	0	MK291441_1				382	val	train
OK040779_52	decoy	0	OK040779_52				102	train	train
AP017925_23	decoy	0	AP017925_23				738	train	train
PQ675600_33	decoy	0	PQ675600_33				142	test	train
NC_070974_27	decoy	0	NC_070974_27				31	test	train
MH542234_30	decoy	0	MH542234_30				121	train	train
NC_018835_4	decoy	0	NC_018835_4				73	train	train
NC_019487_97	decoy	0	NC_019487_97				79	test	train
OR145793_42	decoy	0	OR145793_42				112	train	train
PQ015379_309	decoy	0	PQ015379_309				343	test	train
NC_020159_74	decoy	0	NC_020159_74				90	train	train
PQ758393_33	decoy	0	PQ758393_33				827	train	train
OR734989_7	decoy	0	OR734989_7				85	val	train
NC_055907_81	decoy	0	NC_055907_81				162	train	train
MN988522_346	decoy	0	MN988522_346				375	train	train
PV876962.1_44	decoy	0	PV876962.1_44				68	val	train
NC_070829_75	decoy	0	NC_070829_75				471	train	train
PV683291_22	decoy	0	PV683291_22				113	train	train
MZ322005_79	decoy	0	MZ322005_79				62	val	train
MZ611865_57	decoy	0	MZ611865_57				182	train	train
OQ588745_5	decoy	0	OQ588745_5				170	val	train
OP784576_25	decoy	0	OP784576_25				178	val	train
ON464764_31	decoy	0	ON464764_31				189	train	train
MT647606_63	decoy	0	MT647606_63				570	train	train
OL455899_75	decoy	0	OL455899_75				77	train	train
NC_019929_132	decoy	0	NC_019929_132				269	test	train
PV400811_256	decoy	0	PV400811_256				287	train	train
OZ195931_215	decoy	0	OZ195931_215				113	train	train
NC_047845_10	decoy	0	NC_047845_10				210	test	train
NC_103215_29	decoy	0	NC_103215_29				138	test	train
PV915798.1_34	decoy	0	PV915798.1_34				71	train	train
MZ357961_150	decoy	0	MZ357961_150				119	train	train
PP094244_108	decoy	0	PP094244_108				154	train	train
NC_021536_218	decoy	0	NC_021536_218				1005	val	train
PP738778_41	decoy	0	PP738778_41				80	test	train
OK272476_46	decoy	0	OK272476_46				247	test	train
NC_004305_22	decoy	0	NC_004305_22				373	val	train
KX557272_72	decoy	0	KX557272_72				61	train	train
MN703415_51	decoy	0	MN703415_51				94	train	train
NC_047854_24	decoy	0	NC_047854_24				90	train	train
PQ362672_54	decoy	0	PQ362672_54				116	test	train
MZ622179_24	decoy	0	MZ622179_24				164	train	train
NC_048084_144	decoy	0	NC_048084_144				97	train	train
LT985568_20	decoy	0	LT985568_20				83	val	train
ON568341_551	decoy	0	ON568341_551				170	train	train
OZ347386_280	decoy	0	OZ347386_280				169	train	train
OZ196673_51	decoy	0	OZ196673_51				120	train	train
OR062524_203	decoy	0	OR062524_203				276	train	train
PX658174_250	decoy	0	PX658174_250				113	val	train
KX822733_127	decoy	0	KX822733_127				58	train	train
NC_029106_30	decoy	0	NC_029106_30				81	val	train
KM400683_118	decoy	0	KM400683_118				100	train	train
NC_073685_11	decoy	0	NC_073685_11				66	train	train
NC_048195_12	decoy	0	NC_048195_12				786	train	train
NC_070702_36	decoy	0	NC_070702_36				151	train	train
NC_048726_25	decoy	0	NC_048726_25				140	val	train
PV788058_16	decoy	0	PV788058_16				182	train	train
OR613466_15	decoy	0	OR613466_15				1027	train	train
MF919520_101	decoy	0	MF919520_101				147	train	train
NC_024216_215	decoy	0	NC_024216_215				111	val	train
NC_048117_40	decoy	0	NC_048117_40				579	train	train
NC_021856_71	decoy	0	NC_021856_71				551	train	train
PX400593_172	decoy	0	PX400593_172				93	test	train
PV472050_67	decoy	0	PV472050_67				469	val	train
OQ183418_166	decoy	0	OQ183418_166				61	train	train
NC_055860_54	decoy	0	NC_055860_54				144	train	train
OP856590_252	decoy	0	OP856590_252				75	train	train
OK138556_34	decoy	0	OK138556_34				577	train	train
OR420744_37	decoy	0	OR420744_37				826	test	train
OR472445_109	decoy	0	OR472445_109				153	train	train
PP444688_115	decoy	0	PP444688_115				74	test	train
ON529850_35	decoy	0	ON529850_35				64	train	train
NC_070759_18	decoy	0	NC_070759_18				76	train	train
NC_021335_65	decoy	0	NC_021335_65				162	train	train
PP595732_108	decoy	0	PP595732_108				517	train	train
PQ579973_31	decoy	0	PQ579973_31				83	val	train
PV340856_267	decoy	0	PV340856_267				187	train	train
PP978875_110	decoy	0	PP978875_110				359	train	train
NC_031940_13	decoy	0	NC_031940_13				61	train	train
MT611523_294	decoy	0	MT611523_294				166	test	train
OP583594_53	decoy	0	OP583594_53				84	test	train
MW825358_151	decoy	0	MW825358_151				100	test	train
NC_019538_138	decoy	0	NC_019538_138				61	val	train
OP172718_2	decoy	0	OP172718_2				66	test	train
PV796108_176	decoy	0	PV796108_176				93	train	train
MW862984_37	decoy	0	MW862984_37				133	val	train
OK381870_31	decoy	0	OK381870_31				281	train	train
OQ319932_66	decoy	0	OQ319932_66				306	train	train
PV340560_45	decoy	0	PV340560_45				216	train	train
NC_022765_12	decoy	0	NC_022765_12				301	test	train
NC_019400_254	decoy	0	NC_019400_254				686	test	train
KX119188_18	decoy	0	KX119188_18				375	train	train
MT310894_77	decoy	0	MT310894_77				132	train	train
MG592473_73	decoy	0	MG592473_73				223	val	train
PX705270.1_69	decoy	0	PX705270.1_69				354	train	train
MH316565_75	decoy	0	MH316565_75				160	val	train
NC_048170_97	decoy	0	NC_048170_97				86	val	train
OQ921348_25	decoy	0	OQ921348_25				280	train	train
OM386666_131	decoy	0	OM386666_131				68	train	train
OR881364_25	decoy	0	OR881364_25				130	val	train
PV876931.1_56	decoy	0	PV876931.1_56				175	train	train
MH310936_52	decoy	0	MH310936_52				245	train	train
PQ761515_2	decoy	0	PQ761515_2				178	train	train
OQ446487_36	decoy	0	OQ446487_36				295	train	train
OR475278_40	decoy	0	OR475278_40				171	train	train
PX425757.1_251	decoy	0	PX425757.1_251				83	test	train
OL656110_59	decoy	0	OL656110_59				80	train	train
PV915867.1_40	decoy	0	PV915867.1_40				140	train	train
KX156152_138	decoy	0	KX156152_138				93	test	train
PP511868_2	decoy	0	PP511868_2				272	test	train
OQ221543_33	decoy	0	OQ221543_33				1371	train	train
OQ067374_198	decoy	0	OQ067374_198				327	train	train
MG592568_32	decoy	0	MG592568_32				152	train	train
PQ589898_2	decoy	0	PQ589898_2				70	val	train
NC_022338_27	decoy	0	NC_022338_27				188	test	train
NC_048878_21	decoy	0	NC_048878_21				32	train	train
NC_049381_20	decoy	0	NC_049381_20				118	test	train
NC_061448_37	decoy	0	NC_061448_37				163	test	train
PX583110_54	decoy	0	PX583110_54				90	val	train
PQ741797_77	decoy	0	PQ741797_77				120	train	train
PV231353_53	decoy	0	PV231353_53				126	train	train
PQ619753_29	decoy	0	PQ619753_29				117	train	train
NC_047760_92	decoy	0	NC_047760_92				146	val	train
NC_048047_46	decoy	0	NC_048047_46				88	train	train
NC_019925_105	decoy	0	NC_019925_105				108	val	train
NC_073217_31	decoy	0	NC_073217_31				130	train	train
PQ133608_6	decoy	0	PQ133608_6				612	train	train
OZ347391_239	decoy	0	OZ347391_239				130	test	train
OR613467_53	decoy	0	OR613467_53				493	train	train
OP820474_27	decoy	0	OP820474_27				278	test	train
MK359320_104	decoy	0	MK359320_104				60	train	train
OR492254_103	decoy	0	OR492254_103				41	train	train
MG944236_45	decoy	0	MG944236_45				155	test	train
OL333533_3	decoy	0	OL333533_3				745	train	train
PX071744_55	decoy	0	PX071744_55				137	val	train
MK291442_49	decoy	0	MK291442_49				326	train	train
OR413349_282	decoy	0	OR413349_282				85	test	train
MZ417344_167	decoy	0	MZ417344_167				158	train	train
MN602268_48	decoy	0	MN602268_48				1825	val	train
NC_022763_230	decoy	0	NC_022763_230				51	train	train
PX769428.1_10	decoy	0	PX769428.1_10				338	val	train
PQ571286_13	decoy	0	PQ571286_13				225	train	train
MG592456_121	decoy	0	MG592456_121				348	val	train
MW960030_9	decoy	0	MW960030_9				85	test	train
OR228460_279	decoy	0	OR228460_279				279	train	train
NC_049357_32	decoy	0	NC_049357_32				40	train	train
NC_021860_23	decoy	0	NC_021860_23				116	train	train
OZ035727_23	decoy	0	OZ035727_23				160	train	train
MK359309_105	decoy	0	MK359309_105				91	test	train
NC_014661_22	decoy	0	NC_014661_22				443	test	train
NC_031037_233	decoy	0	NC_031037_233				106	val	train
LC905398_24	decoy	0	LC905398_24				160	train	train
OP292654_107	decoy	0	OP292654_107				308	test	train
PQ247121_91	decoy	0	PQ247121_91				239	val	train
NC_054899_40	decoy	0	NC_054899_40				343	train	train
MG592508_4	decoy	0	MG592508_4				478	val	train
PQ111865_65	decoy	0	PQ111865_65				172	train	train
PP554338_17	decoy	0	PP554338_17				203	train	train
PQ758387_33	decoy	0	PQ758387_33				104	train	train
OV101294_150	decoy	0	OV101294_150				123	train	train
NC_022774_45	decoy	0	NC_022774_45				61	train	train
MW735835_305	decoy	0	MW735835_305				98	test	train
MG592593_40	decoy	0	MG592593_40				35	test	train
PP738770_37	decoy	0	PP738770_37				196	train	train
MZ326860_26	decoy	0	MZ326860_26				354	train	train
ON602766_36	decoy	0	ON602766_36				97	train	train
NC_073362_55	decoy	0	NC_073362_55				85	train	train
MH595538_108	decoy	0	MH595538_108				406	train	train
OP172683_39	decoy	0	OP172683_39				176	val	train
PQ336902_54	decoy	0	PQ336902_54				60	val	train
NC_055012_35	decoy	0	NC_055012_35				639	train	train
MN830259_48	decoy	0	MN830259_48				110	val	train
NC_015288_134	decoy	0	NC_015288_134				169	test	train
OP292654_496	decoy	0	OP292654_496				178	train	train
LR778216_41	decoy	0	LR778216_41				333	train	train
NC_041956_3	decoy	0	NC_041956_3				442	train	train
NC_048144_34	decoy	0	NC_048144_34				222	train	train
NC_018088_24	decoy	0	NC_018088_24				218	train	train
NC_048041_46	decoy	0	NC_048041_46				92	train	train
KT124228_50	decoy	0	KT124228_50				421	train	train
NC_028865_65	decoy	0	NC_028865_65				187	train	train
OR620964_16	decoy	0	OR620964_16				282	train	train
OR777946_26	decoy	0	OR777946_26				100	train	train
MK496709_1	decoy	0	MK496709_1				571	train	train
OP068342_31	decoy	0	OP068342_31				113	train	train
PV768545_25	decoy	0	PV768545_25				100	test	train
PQ656107_105	decoy	0	PQ656107_105				148	train	train
NC_021073_76	decoy	0	NC_021073_76				452	val	train
MZ571832_38	decoy	0	MZ571832_38				232	train	train
PQ615101_29	decoy	0	PQ615101_29				488	test	train
MH707436_103	decoy	0	MH707436_103				93	train	train
OR544137_39	decoy	0	OR544137_39				255	val	train
PX061015_96	decoy	0	PX061015_96				382	train	train
PX674298_128	decoy	0	PX674298_128				40	train	train
MH576974_44	decoy	0	MH576974_44				119	train	train
OX001802_202	decoy	0	OX001802_202				421	test	train
OQ689734_78	decoy	0	OQ689734_78				139	train	train
NC_014467_258	decoy	0	NC_014467_258				91	test	train
PP978875_5	decoy	0	PP978875_5				228	test	train
NC_021331_24	decoy	0	NC_021331_24				65	test	train
NC_031056_91	decoy	0	NC_031056_91				80	train	train
NC_013600_58	decoy	0	NC_013600_58				71	train	train
OQ818694_67	decoy	0	OQ818694_67				632	train	train
OX458330_1	decoy	0	OX458330_1				77	train	train
MT446393_17	decoy	0	MT446393_17				65	test	train
PV007924_55	decoy	0	PV007924_55				237	train	train
MW584204_87	decoy	0	MW584204_87				1333	test	train
OP750248_276	decoy	0	OP750248_276				119	train	train
NC_015279_89	decoy	0	NC_015279_89				74	val	train
NC_071039_140	decoy	0	NC_071039_140				144	train	train
AF022214_37	decoy	0	AF022214_37				112	train	train
NC_041917_323	decoy	0	NC_041917_323				663	train	train
MT001829_418	decoy	0	MT001829_418				130	train	train
OR729889_178	decoy	0	OR729889_178				147	train	train
PQ480333_122	decoy	0	PQ480333_122				578	train	train
NC_048084_26	decoy	0	NC_048084_26				176	train	train
MK448698_17	decoy	0	MK448698_17				94	train	train
NC_054466_19	decoy	0	NC_054466_19				217	train	train
NC_073324_52	decoy	0	NC_073324_52				95	train	train
PP191103_53	decoy	0	PP191103_53				92	train	train
OR613476_42	decoy	0	OR613476_42				93	val	train
MK250029_342	decoy	0	MK250029_342				126	test	train
OR602862_56	decoy	0	OR602862_56				382	train	train
PQ859379_60	decoy	0	PQ859379_60				61	val	train
PV987638_4	decoy	0	PV987638_4				511	train	train
PV915796.1_34	decoy	0	PV915796.1_34				76	train	train
OR122686_35	decoy	0	OR122686_35				64	val	train
PX630720_148	decoy	0	PX630720_148				76	train	train
NC_062581_34	decoy	0	NC_062581_34				83	train	train
MK016501_112	decoy	0	MK016501_112				106	test	train
MK416022_80	decoy	0	MK416022_80				118	train	train
NC_048676_28	decoy	0	NC_048676_28				62	train	train
NC_019442_15	decoy	0	NC_019442_15				202	train	train
OR525664_166	decoy	0	OR525664_166				62	train	train
PV521973_21	decoy	0	PV521973_21				335	val	train
BK063668_50	decoy	0	BK063668_50				121	train	train
KC576784_49	decoy	0	KC576784_49				255	val	train
OX638287_70	decoy	0	OX638287_70				139	train	train
OQ508958_27	decoy	0	OQ508958_27				624	train	train
PQ589834_36	decoy	0	PQ589834_36				67	test	train
NC_027293_59	decoy	0	NC_027293_59				403	train	train
OR195049_23	decoy	0	OR195049_23				108	test	train
CP124942_29	decoy	0	CP124942_29				91	test	train
MK801734_65	decoy	0	MK801734_65				63	train	train
KX576639_4	decoy	0	KX576639_4				322	train	train
OL955261_121	decoy	0	OL955261_121				152	train	train
NC_073176_39	decoy	0	NC_073176_39				209	test	train
PP511772_4	decoy	0	PP511772_4				162	test	train
CP062451_2	decoy	0	CP062451_2				59	train	train
OP297178_71	decoy	0	OP297178_71				85	train	train
PV159336_145	decoy	0	PV159336_145				327	train	train
MZ488273_11	decoy	0	MZ488273_11				140	train	train
MT708545_41	decoy	0	MT708545_41				313	test	train
AY848685_4	decoy	0	AY848685_4				592	test	train
PP626411_81	decoy	0	PP626411_81				129	val	train
OQ603357_50	decoy	0	OQ603357_50				284	val	train
MK524497_81	decoy	0	MK524497_81				225	val	train
NC_029017_103	decoy	0	NC_029017_103				133	test	train
OR553899_74	decoy	0	OR553899_74				278	val	train
BK061585_8	decoy	0	BK061585_8				3852	test	train
MW394390_101	decoy	0	MW394390_101				233	train	train
BK067792_2	decoy	0	BK067792_2				48	train	train
PV593737_189	decoy	0	PV593737_189				143	train	train
NC_071043_134	decoy	0	NC_071043_134				90	train	train
MG670586_25	decoy	0	MG670586_25				125	train	train
MN813681_30	decoy	0	MN813681_30				171	val	train
PV036458_32	decoy	0	PV036458_32				261	test	train
PP171454_74	decoy	0	PP171454_74				136	train	train
NC_052654_153	decoy	0	NC_052654_153				218	test	train
PX997083.1_30	decoy	0	PX997083.1_30				57	val	train
MW202852_2	decoy	0	MW202852_2				294	train	train
PP356685_7	decoy	0	PP356685_7				66	test	train
KY290955_103	decoy	0	KY290955_103				171	val	train
MT375529_37	decoy	0	MT375529_37				50	train	train
OP913464_4	decoy	0	OP913464_4				98	train	train
JN699005_48	decoy	0	JN699005_48				320	val	train
MW794153_100	decoy	0	MW794153_100				221	train	train
MK416008_4	decoy	0	MK416008_4				200	val	train
OQ999402_47	decoy	0	OQ999402_47				542	val	train
PV654397_561	decoy	0	PV654397_561				113	train	train
MK448700_23	decoy	0	MK448700_23				264	train	train
NC_042094_104	decoy	0	NC_042094_104				127	train	train
OK041469_25	decoy	0	OK041469_25				428	train	train
NC_041880_114	decoy	0	NC_041880_114				142	train	train
KJ545483_44	decoy	0	KJ545483_44				260	train	train
MW247147_2	decoy	0	MW247147_2				63	val	train
NC_055732_84	decoy	0	NC_055732_84				190	train	train
MZ334499_107	decoy	0	MZ334499_107				100	train	train
MN988510_11	decoy	0	MN988510_11				82	test	train
PP889458_71	decoy	0	PP889458_71				138	train	train
PX670401.1_36	decoy	0	PX670401.1_36				93	test	train
PV685965_84	decoy	0	PV685965_84				102	train	train
MH920640_21	decoy	0	MH920640_21				343	train	train
PP925835_163	decoy	0	PP925835_163				72	train	train
OL474141_69	decoy	0	OL474141_69				100	test	train
MH319749_131	decoy	0	MH319749_131				174	train	train
NC_101838_23	decoy	0	NC_101838_23				866	train	train
JN412589_7	decoy	0	JN412589_7				177	train	train
NC_055034_15	decoy	0	NC_055034_15				178	test	train
OQ672751_30	decoy	0	OQ672751_30				323	val	train
NC_048674_27	decoy	0	NC_048674_27				89	train	train
PV558790_234	decoy	0	PV558790_234				82	val	train
LR756500_489	decoy	0	LR756500_489				257	train	train
NC_053509_33	decoy	0	NC_053509_33				89	train	train
NC_062757_15	decoy	0	NC_062757_15				658	test	train
NC_020488_26	decoy	0	NC_020488_26				71	test	train
NC_111488_9	decoy	0	NC_111488_9				332	val	train
PP978834_12	decoy	0	PP978834_12				1064	test	train
ON212104_205	decoy	0	ON212104_205				221	train	train
NC_105113_16	decoy	0	NC_105113_16				205	val	train
KX349274_12	decoy	0	KX349274_12				835	test	train
MG592537_205	decoy	0	MG592537_205				228	train	train
NC_070809_13	decoy	0	NC_070809_13				46	train	train
NC_024790_66	decoy	0	NC_024790_66				407	train	train
PV657135_36	decoy	0	PV657135_36				490	val	train
PV036444_29	decoy	0	PV036444_29				303	test	train
MG018930_109	decoy	0	MG018930_109				577	test	train
OR088902_238	decoy	0	OR088902_238				752	train	train
MW980064_19	decoy	0	MW980064_19				72	test	train
OM728301_168	decoy	0	OM728301_168				147	test	train
LR745206_829	decoy	0	LR745206_829				101	train	train
NC_069740_32	decoy	0	NC_069740_32				239	test	train
NC_062753_78	decoy	0	NC_062753_78				72	train	train
NC_048697_13	decoy	0	NC_048697_13				173	train	train
OR159677_32	decoy	0	OR159677_32				177	test	train
PX437953_167	decoy	0	PX437953_167				215	train	train
MH707436_234	decoy	0	MH707436_234				94	train	train
OR475259_18	decoy	0	OR475259_18				253	val	train
MT863714_50	decoy	0	MT863714_50				100	train	train
NC_055832_99	decoy	0	NC_055832_99				118	train	train
MZ892993_49	decoy	0	MZ892993_49				1394	train	train
LT985586_21	decoy	0	LT985586_21				562	train	train
OZ195932_269	decoy	0	OZ195932_269				113	val	train
ON528740_166	decoy	0	ON528740_166				147	train	train
NC_007023_168	decoy	0	NC_007023_168				59	test	train
NC_049926_3	decoy	0	NC_049926_3				479	train	train
OR253907_28	decoy	0	OR253907_28				322	train	train
PV251871_106	decoy	0	PV251871_106				209	val	train
ON755185_78	decoy	0	ON755185_78				376	train	train
MW749010_69	decoy	0	MW749010_69				105	train	train
MN445183_113	decoy	0	MN445183_113				205	val	train
PV876925.1_3	decoy	0	PV876925.1_3				138	train	train
NC_028943_5	decoy	0	NC_028943_5				75	train	train
OK275493_69	decoy	0	OK275493_69				112	train	train
MZ188976_64	decoy	0	MZ188976_64				70	val	train
PP511718_5	decoy	0	PP511718_5				83	test	train
NC_054985_26	decoy	0	NC_054985_26				205	val	train
OR261032_20	decoy	0	OR261032_20				207	val	train
PP712906_260	decoy	0	PP712906_260				159	train	train
NC_107481_33	decoy	0	NC_107481_33				273	val	train
NC_049849_273	decoy	0	NC_049849_273				197	test	train
OM373561_44	decoy	0	OM373561_44				66	test	train
MZ983385_11	decoy	0	MZ983385_11				72	test	train
OR258281_261	decoy	0	OR258281_261				144	val	train
PP947710_26	decoy	0	PP947710_26				93	train	train
ON531987_6	decoy	0	ON531987_6				133	train	train
PV175345_154	decoy	0	PV175345_154				275	test	train
MT161459_54	decoy	0	MT161459_54				348	val	train
OR532865_17	decoy	0	OR532865_17				72	train	train
NC_044940_54	decoy	0	NC_044940_54				380	val	train
OM743306_87	decoy	0	OM743306_87				247	train	train
NC_004629_336	decoy	0	NC_004629_336				279	train	train
PP978814_52	decoy	0	PP978814_52				345	train	train
OQ025076_10	decoy	0	OQ025076_10				528	train	train
NC_024215_74	decoy	0	NC_024215_74				99	test	train
KX077889_35	decoy	0	KX077889_35				823	test	train
PP847084_30	decoy	0	PP847084_30				233	train	train
NC_062759_42	decoy	0	NC_062759_42				68	val	train
PV368562_235	decoy	0	PV368562_235				504	test	train
NC_055712_115	decoy	0	NC_055712_115				99	test	train
OR437326_181	decoy	0	OR437326_181				113	test	train
CP067347_154	decoy	0	CP067347_154				57	train	train
PP766238_8	decoy	0	PP766238_8				112	train	train
OR621298_55	decoy	0	OR621298_55				100	test	train
MK310142_22	decoy	0	MK310142_22				126	train	train
PP582175_37	decoy	0	PP582175_37				65	train	train
PP083311_5	decoy	0	PP083311_5				84	test	train
NC_055854_32	decoy	0	NC_055854_32				99	train	train
PP799038_1	decoy	0	PP799038_1				650	train	train
OK349510_140	decoy	0	OK349510_140				57	train	train
NC_061448_51	decoy	0	NC_061448_51				187	train	train
MK250019_553	decoy	0	MK250019_553				122	train	train
OQ808965_66	decoy	0	OQ808965_66				86	train	train
NC_005354_48	decoy	0	NC_005354_48				131	val	train
NC_048106_34	decoy	0	NC_048106_34				85	train	train
MK814762_7	decoy	0	MK814762_7				83	train	train
NC_000872_26	decoy	0	NC_000872_26				360	train	train
PQ493644_39	decoy	0	PQ493644_39				147	train	train
PQ189371_5	decoy	0	PQ189371_5				325	train	train
PP475795_8	decoy	0	PP475795_8				685	train	train
NC_012638_9	decoy	0	NC_012638_9				164	val	train
ON212104_100	decoy	0	ON212104_100				67	test	train
PP712099_31	decoy	0	PP712099_31				1039	train	train
ON456343_48	decoy	0	ON456343_48				179	train	train
OK539833_30	decoy	0	OK539833_30				143	train	train
NC_071129_70	decoy	0	NC_071129_70				114	test	train
PX024133_26	decoy	0	PX024133_26				818	test	train
NC_023717_258	decoy	0	NC_023717_258				78	test	train
NC_054995_26	decoy	0	NC_054995_26				235	val	train
NC_006356_6	decoy	0	NC_006356_6				83	val	train
PV615263_12	decoy	0	PV615263_12				141	train	train
PV261925_152	decoy	0	PV261925_152				94	train	train
OR620964_299	decoy	0	OR620964_299				273	train	train
NC_005282_56	decoy	0	NC_005282_56				369	train	train
NC_051585_16	decoy	0	NC_051585_16				335	train	train
NC_013696_50	decoy	0	NC_013696_50				143	train	train
MF919540_35	decoy	0	MF919540_35				54	test	train
NC_015290_38	decoy	0	NC_015290_38				147	train	train
OR813930_136	decoy	0	OR813930_136				475	train	train
PP418985_161	decoy	0	PP418985_161				110	train	train
ON170189_40	decoy	0	ON170189_40				308	test	train
NC_055877_82	decoy	0	NC_055877_82				336	train	train
PV876920.1_39	decoy	0	PV876920.1_39				92	test	train
PP430345_172	decoy	0	PP430345_172				161	train	train
NC_021327_123	decoy	0	NC_021327_123				238	test	train
NC_021342_51	decoy	0	NC_021342_51				274	train	train
MT074142_225	decoy	0	MT074142_225				513	train	train
ON185587_3	decoy	0	ON185587_3				431	train	train
OQ817834_4	decoy	0	OQ817834_4				345	train	train
NC_020851_229	decoy	0	NC_020851_229				73	test	train
MH153801_71	decoy	0	MH153801_71				194	val	train
NC_000935_13	decoy	0	NC_000935_13				481	val	train
MW794148_55	decoy	0	MW794148_55				67	test	train
OP599913_173	decoy	0	OP599913_173				434	train	train
NC_025423_99	decoy	0	NC_025423_99				127	val	train
OM272052_28	decoy	0	OM272052_28				779	train	train
OP009276_63	decoy	0	OP009276_63				42	test	train
NC_105512_114	decoy	0	NC_105512_114				260	train	train
CAKLQA020000003_19	decoy	0	CAKLQA020000003_19				185	train	train
PP987475_33	decoy	0	PP987475_33				529	train	train
NC_049375_49	decoy	0	NC_049375_49				164	train	train
MT522000_24	decoy	0	MT522000_24				941	train	train
PP526941_71	decoy	0	PP526941_71				88	test	train
PQ536907_106	decoy	0	PQ536907_106				62	test	train
PX854697.1_30	decoy	0	PX854697.1_30				143	val	train
NC_024364_21	decoy	0	NC_024364_21				295	train	train
LR756502_403	decoy	0	LR756502_403				487	train	train
PV420835_130	decoy	0	PV420835_130				138	val	train
